Plate ID,Colony Counting - Single Colony Verification - HeLa-RFP - 24-well
Plate Name,Plate1
Plate Description,24-well Corning 3526 plate, RFP-Hela Gradient 125, 25, 5, 1 cell/well
Scan ID,
Scan Description,
Scan Result ID,
Scan Result Description,
Software Version,5.5.1.0
Experiment Name,
Application Name,Single Colony Verification
Plate Type,24-Well Corning 3526 Plate Well Wall
Acquisition Start/End Times,
Analysis Start Time,
User ID,Local Administrator

Scan Object-Level Data CSV Report

Well,Row,Column,Total,X Position (um),Y Position (um),Distance to Nearest Neighbor (um),Distance to Well Center (um),Area (um2),Form Factor,Smoothness,Aspect Ratio,Mean Intensity,Integrated Intensity
A3,A,3,True,1722.39,4443.11,1134.55,4765.27,49752,0.612634,0.835494,0.905299,108.263,598480
A3,A,3,True,-943.899,4499.67,169.09,4597.61,19233,0.447189,0.900565,0.310146,106.81,228254
A3,A,3,True,-1111.73,4520.29,169.09,4655,49851,0.607496,0.864211,0.645325,105.98,587025
A3,A,3,True,-4872.33,4710.37,177.013,6776.95,22104,0.678377,0.929629,0.602801,79.1258,194333
A3,A,3,True,-5049.32,4712.66,177.013,6906.87,41976,0.667544,0.877814,0.851069,78.2635,365021
A3,A,3,True,4718.37,4809.85,193.477,6737.78,57087,0.602038,0.855886,0.895508,70.5756,447661
A3,A,3,True,4718.04,5003.33,193.477,6877.01,34371,0.613526,0.905671,0.518221,69.546,265596
A3,A,3,True,-1520.7,5530.44,1089.8,5735.7,49446,0.62671,0.843244,0.943915,98.8921,543313
A3,A,3,True,1398.59,5539.19,1142.91,5713.03,58428,0.430133,0.778409,0.560704,97.5901,633555
A3,A,3,True,-2893.6,5637.46,176.791,6336.71,25254,0.644619,0.924548,0.578922,90.4622,253837
A3,A,3,True,-3070.39,5637.47,176.791,6419.37,39780,0.59426,0.843314,0.959036,86.8,383656
A4,A,4,True,-2376.99,-6602.66,592.877,7017.49,49824,0.62562,0.839912,0.841355,98.7921,546913
A4,A,4,True,259.327,-6073.76,1259.49,6079.3,33480,0.557686,0.838309,0.848209,116.326,432731
A4,A,4,True,-2240.02,-6025.82,592.877,6428.7,76914,0.629553,0.839139,0.900242,115.338,985680
A4,A,4,True,-3194.22,-5894.63,783.424,6704.46,65916,0.581882,0.818082,0.904706,105.877,775445
A4,A,4,True,-1463.87,-5745.25,825.305,5928.81,51615,0.635575,0.851546,0.860738,122.475,702396
A4,A,4,True,-2581.29,-5406.71,706.941,5991.29,41580,0.605046,0.837652,0.833327,124.092,573306
A4,A,4,True,5410.23,-5031.34,171.818,7388.17,44586,0.627655,0.858244,0.731003,68.261,338165
A4,A,4,True,-4326.23,-5009.13,155.886,6618.73,31338,0.612233,0.872777,0.605212,109.893,382646
A4,A,4,True,-388.046,-4993.38,184.798,5008.43,19836,0.638784,0.918101,0.550311,134.64,296746
A4,A,4,True,5406.95,-4859.55,171.818,7269.82,33831,0.575278,0.881714,0.553069,74.6153,280479
A4,A,4,True,-4328.59,-4853.26,155.886,6503.14,32976,0.64026,0.891012,0.681867,110.371,404399
A4,A,4,True,-385.564,-4808.6,184.798,4824.03,48159,0.575016,0.821783,0.984425,134.708,720823
A4,A,4,True,-4384.92,-4537.82,320.427,6310.25,27252,0.56155,0.824521,0.978366,115.309,349155
A4,A,4,True,-1584.34,-4471.37,893.44,4743.76,40284,0.468662,0.768943,0.7833,135.85,608064
A4,A,4,True,-1224.77,-3653.48,599.462,3853.31,25299,0.633875,0.868664,0.956073,140.53,395031
A4,A,4,True,-1746.55,-3358.36,599.462,3785.36,46062,0.45164,0.772008,0.728794,141.337,723363
A4,A,4,True,2794.98,-3122.54,2668.69,4190.73,38664,0.388784,0.723845,0.932887,138.441,594741
A4,A,4,True,6595.33,-2843.59,1450.12,7182.22,31653,0.55264,0.806048,0.842491,70.0131,246236
A4,A,4,True,-6801.13,-2837.91,1149.06,7369.47,35577,0.603521,0.849504,0.88168,84.9871,335954
A4,A,4,True,-2833.52,-2639.54,186.514,3872.47,54261,0.451348,0.743448,0.878159,138.794,836789
A4,A,4,True,-3019.68,-2628.1,186.514,4003.18,25344,0.404094,0.826863,0.418711,137.92,388383
A4,A,4,True,-3278.34,-2624.62,258.684,4199.54,47817,0.584383,0.830317,0.684177,137.92,732767
A4,A,4,True,258.842,-2291.94,537.592,2306.51,53748,0.646392,0.871432,0.807955,137.534,821356
A4,A,4,True,5630.63,-1760.91,693.195,5899.56,60210,0.634332,0.847124,0.791944,112.701,753972
A4,A,4,True,196.046,-1758.03,537.592,1768.93,24849,0.489961,0.817371,0.671591,134.191,370500
A4,A,4,True,-5590.25,-1735.32,1038.38,5853.4,55809,0.38259,0.692328,0.766474,126.651,785362
A4,A,4,True,-6628.1,-1701.95,1038.38,6843.12,49302,0.669767,0.854192,0.981863,103.721,568185
A4,A,4,True,-2064.86,-1684.76,729.406,2664.97,42660,0.573234,0.827077,0.810161,135.125,640491
A4,A,4,True,-2615.73,-1206.67,570.094,2880.64,75051,0.506356,0.783711,0.839817,132.798,1.1074e+06
A4,A,4,True,-50.4855,-1097.54,168.839,1098.7,41544,0.674585,0.884511,0.732456,130.568,602703
A4,A,4,True,5735.16,-1075.64,170.391,5835.16,37935,0.718141,0.909998,0.702483,110.975,467759
A4,A,4,True,787.742,-1072.67,675.323,1330.85,45693,0.389005,0.828696,0.404613,129.188,655886
A4,A,4,True,-62.0698,-929.102,168.839,931.173,21276,0.580979,0.906311,0.574531,132.355,312887
A4,A,4,True,5733.84,-905.256,170.391,5804.86,36441,0.73372,0.929365,0.698726,111.217,450318
A4,A,4,True,1417.24,-828.13,569.581,1641.45,81054,0.547784,0.803246,0.961946,131.309,1.18257e+06
A4,A,4,True,-2746.51,-651.78,570.094,2822.79,21393,0.473227,0.772455,0.878571,130.246,309595
A4,A,4,True,-5472.4,-485.169,582.019,5493.86,58113,0.47109,0.755342,0.745099,124.538,804139
A4,A,4,True,-4494.82,-482.921,609.161,4520.69,31149,0.557615,0.833802,0.678677,127.2,440240
A4,A,4,True,5741.64,-361.462,477,5753.01,108954,0.485151,0.797454,0.551734,110.096,1.33283e+06
A4,A,4,True,-1804.83,-356.298,402.409,1839.67,48699,0.555371,0.820418,0.914166,127.542,690132
A4,A,4,True,-2207.17,-348.762,383.364,2234.56,55503,0.653398,0.863858,0.861055,128.955,795266
A4,A,4,True,1656.95,-311.449,569.581,1685.97,64584,0.500816,0.764968,0.763703,128.412,921487
A4,A,4,True,6214.97,-302.41,477,6222.33,78633,0.64136,0.851017,0.812151,99.1411,866196
A4,A,4,True,-316.668,-222.794,518.355,387.19,61137,0.402411,0.711247,0.843726,128.685,874157
A4,A,4,True,-2471.6,-71.1913,383.364,2472.62,25128,0.735502,0.899173,0.743509,128.004,357387
A4,A,4,True,-4727.15,80.1982,609.161,4727.83,59445,0.511628,0.773672,0.862616,124.693,823595
A4,A,4,True,-5462.35,96.7631,582.019,5463.2,40455,0.628186,0.84674,0.887869,121.916,548012
A4,A,4,True,-4039.51,111.91,688.365,4041.06,71046,0.513782,0.796041,0.683086,125.884,993726
A4,A,4,True,-787.451,139.865,280.075,799.776,48582,0.623628,0.846473,0.768374,127.179,686510
A4,A,4,True,-3096.64,180.616,183.309,3101.9,42057,0.562238,0.824937,0.790424,125.436,586164
A4,A,4,True,-2913.74,192.827,183.309,2920.11,15786,0.554373,0.897182,0.373419,126.353,221623
A4,A,4,True,-529.816,249.71,280.075,585.714,38106,0.495568,0.798463,0.693971,126.764,536719
A4,A,4,True,3971,333.427,455.184,3984.97,37647,0.652802,0.851314,0.927727,123.741,517608
A4,A,4,True,-2427.44,438.277,511.378,2466.69,19971,0.737029,0.891018,0.905006,123.909,274954
A4,A,4,True,5444.37,466.158,813.566,5464.29,40662,0.610977,0.859911,0.843345,112.223,507024
A4,A,4,True,-44.2117,492.95,543.119,494.929,56115,0.580255,0.840221,0.761394,125.949,785289
A4,A,4,True,3550.54,507.814,455.184,3586.67,47268,0.697238,0.865138,0.941298,124.1,651773
A4,A,4,True,-5205.89,713.927,668.326,5254.62,16776,0.409602,0.796798,0.551444,118.948,221719
A4,A,4,True,-6333.64,731.592,929.572,6375.75,37773,0.6896,0.87953,0.858247,106.123,445399
A4,A,4,True,4098.64,814.569,220.726,4178.8,74826,0.674715,0.86886,0.849433,120.104,998546
A4,A,4,True,-7253.27,867.186,168.305,7304.92,41805,0.637074,0.851815,0.901419,80.1987,372523
A4,A,4,True,6771.7,880.364,221.352,6828.68,47115,0.653254,0.894828,0.738181,73.0044,382178
A4,A,4,True,6993.02,883.821,221.352,7048.65,30735,0.626213,0.885869,0.812204,70.2583,239932
A4,A,4,True,-2041.26,897.256,162.481,2229.76,27693,0.677191,0.891923,0.788513,122.12,375763
A4,A,4,True,4080.09,1034.51,220.726,4209.2,19260,0.469625,0.903466,0.411695,121.589,260200
A4,A,4,True,-7258.85,1035.4,168.305,7332.32,18216,0.530539,0.900818,0.3871,81.2021,164353
A4,A,4,True,-2032.1,1059.48,162.481,2291.71,24633,0.456759,0.806686,0.651727,122.955,336529
A4,A,4,True,6988.96,1109.69,225.152,7076.51,38826,0.55266,0.883323,0.577979,70.0387,302147
A4,A,4,True,6764.61,1128.67,225.152,6858.12,69030,0.516204,0.808983,0.930496,73.413,563078
A4,A,4,True,5102.53,1204.42,813.566,5242.75,45738,0.731249,0.893571,0.795055,113.755,578101
A4,A,4,True,6200.67,1210.69,569.873,6317.76,45576,0.70542,0.872754,0.842818,92.7277,469573
A4,A,4,True,299.319,1446.02,522.355,1476.67,71028,0.543517,0.799937,0.837525,121.127,955931
A4,A,4,True,-136.926,1733.32,522.355,1738.72,48222,0.537876,0.802728,0.890794,122.71,657478
A4,A,4,True,-4267.37,1801,1301.99,4631.86,98919,0.403721,0.724588,0.557565,118.599,1.30352e+06
A4,A,4,True,2051.51,1807.66,1269.35,2734.28,46359,0.535838,0.796574,0.92994,120.758,622023
A4,A,4,True,-2787.61,2105.98,220.951,3493.7,67149,0.500258,0.792386,0.757221,120.057,895748
A4,A,4,True,-3007.36,2128.97,220.951,3684.67,15219,0.485758,0.913966,0.415107,116.862,197614
A4,A,4,True,508.912,2133.53,340.447,2193.38,30618,0.538642,0.816316,0.774543,121.728,414120
A4,A,4,True,3219.96,2303.62,1269.35,3959.14,23022,0.691657,0.880712,0.810461,117.872,301517
A4,A,4,True,761.527,2361.76,340.447,2481.5,56502,0.622318,0.836896,0.930074,121.043,759911
A4,A,4,True,-6779.61,2783.76,1187.01,7328.87,41013,0.667334,0.86236,0.822013,72.625,330952
A4,A,4,True,-2634.41,2840.28,196.887,3873.92,51849,0.566824,0.870509,0.804434,118.067,680186
A4,A,4,True,-3295.28,2903.89,152.307,4392.2,20934,0.441034,0.853072,0.364995,113.66,264373
A4,A,4,True,-2663.35,3035.03,196.887,4037.92,34785,0.367941,0.77932,0.523268,114.498,442535
A4,A,4,True,-3282.94,3055.7,152.307,4484.98,38304,0.61992,0.853611,0.737368,112.147,477297
A4,A,4,True,-5688.42,3251,665.884,6551.88,90765,0.662095,0.848972,0.897586,89.9751,907399
A4,A,4,True,-1740.06,3457.09,805.271,3870.31,38385,0.566207,0.808755,0.863662,113.564,484349
A4,A,4,True,74.7114,3623.98,1436.98,3624.75,17559,0.640936,0.842557,0.841518,114.677,223735
A4,A,4,True,5493.2,3686.92,2513.05,6615.78,53505,0.624736,0.84478,0.818406,75.8135,450711
A4,A,4,True,-5143.68,3748.68,737.853,6364.76,45252,0.605327,0.82201,0.9128,92.3198,464184
A4,A,4,True,-5942.84,3866.37,665.884,7089.86,101313,0.622087,0.838203,0.871732,72.6117,817390
A4,A,4,True,-1322.07,4145.38,805.271,4351.1,30690,0.579344,0.840618,0.880779,110.605,377163
A4,A,4,True,-2885.69,4747.03,146.953,5555.31,24129,0.652688,0.877705,0.761127,102.883,275830
A4,A,4,True,-3032.64,4747.45,146.953,5633.4,23661,0.654264,0.900713,0.69012,99.8056,262389
A4,A,4,True,1570.64,4858.68,130.205,5106.24,19827,0.685542,0.889787,0.648938,105.731,232925
A4,A,4,True,-4857.22,4859.08,141.272,6870.46,16803,0.636546,0.885295,0.760098,73.646,137497
A4,A,4,True,-4322,4886.25,179.897,6523.43,15543,0.470755,0.909744,0.293483,83.7528,144641
A4,A,4,True,1574.65,4988.82,130.205,5231.43,17892,0.651751,0.904828,0.65168,104.83,208402
A4,A,4,True,-4849.92,5000.17,141.272,6965.87,16407,0.63931,0.873269,0.709559,73.5557,134092
A4,A,4,True,-4326.57,5066.09,179.897,6662.17,46935,0.707484,0.871717,0.915977,82.7434,431507
A4,A,4,True,-1409.59,5143.49,1001.93,5333.14,31095,0.611078,0.821319,0.839167,102.532,354248
A4,A,4,True,-4502.45,5445.6,418.282,7065.87,42741,0.645294,0.857426,0.807454,71.8991,341449
A4,A,4,True,-2563.96,5754.13,1057.24,6299.52,83268,0.468551,0.808227,0.596857,93.0953,861318
A4,A,4,True,-864.316,6835.62,203.583,6890.04,23130,0.577155,0.899407,0.613144,73.2498,188252
A4,A,4,True,-869.505,7039.13,184.005,7092.63,53532,0.680074,0.88057,0.838635,71.2091,423552
A4,A,4,True,-1052.67,7056.74,184.005,7134.82,27720,0.559157,0.887064,0.447172,69.3084,213470
A5,A,5,True,-478.539,-7224.4,1679.99,7240.23,77661,0.637913,0.844795,0.842786,81.491,703186
A5,A,5,True,-2734.05,-5791.46,500.023,6404.38,46377,0.619445,0.829808,0.862391,109.107,562229
A5,A,5,True,-1149.92,-5623.82,203.545,5740.18,62892,0.521287,0.804663,0.902065,116.057,811007
A5,A,5,True,-946.783,-5610.98,203.545,5690.3,15678,0.479617,0.911041,0.291884,116.634,203177
A5,A,5,True,-1873.19,-5519.42,280.969,5828.62,39744,0.536668,0.792634,0.82864,115.365,509450
A5,A,5,True,-2138.4,-5426.64,280.969,5832.77,26091,0.701259,0.891274,0.767709,116.715,338357
A5,A,5,True,4702.92,-5394.63,3111.11,7156.78,19719,0.611644,0.856292,0.882996,72.7732,159446
A5,A,5,True,-2503.35,-5347.84,373.352,5904.76,43704,0.680192,0.882513,0.846999,116.769,567031
A5,A,5,True,-1464.63,-5292.89,456.675,5491.79,56772,0.658032,0.860657,0.772494,120.4,759483
A5,A,5,True,-429.102,-4769.88,987.646,4789.14,53091,0.583953,0.822443,0.933665,125.665,741300
A5,A,5,True,-4472.86,-4528.67,1604.52,6365.17,32157,0.480252,0.770944,0.857805,106.129,379199
A5,A,5,True,-2040.47,-4501.59,930.219,4942.46,37665,0.493355,0.788588,0.813521,125.987,527257
A5,A,5,True,1335.64,-4097.68,1888.43,4309.86,53901,0.539306,0.801128,0.781934,132.796,795318
A5,A,5,True,-5788.65,-3610.4,486.33,6822.28,28053,0.659633,0.879051,0.698017,97.0286,302438
A5,A,5,True,-6218.77,-3383.43,486.33,7079.59,45180,0.630343,0.856832,0.974957,88.3739,443637
A5,A,5,True,-2711.42,-3024.56,188.061,4061.99,24435,0.607651,0.926102,0.501348,134.911,366283
A5,A,5,True,-3463.09,-3018.14,152.813,4593.71,21177,0.597983,0.930823,0.469371,130.774,307711
A5,A,5,True,-3470.89,-2865.52,152.813,4500.92,35469,0.704491,0.894377,0.667939,130.996,516254
A5,A,5,True,-2714.31,-2836.52,188.061,3925.99,52380,0.596664,0.831749,0.949994,135.691,789723
A5,A,5,True,-5299.66,-2827.74,566.249,6006.87,39933,0.580171,0.825943,0.810524,118.094,523984
A5,A,5,True,-3798.8,-2747.84,348.384,4688.44,39798,0.577835,0.824666,0.894548,132.25,584811
A5,A,5,True,-5856.25,-2723.59,566.249,6458.6,22176,0.642188,0.861859,0.841352,109.13,268896
A5,A,5,True,5769.87,-2406.56,1124.51,6251.63,68121,0.517837,0.807877,0.688106,101.683,769642
A5,A,5,True,4572.43,-2286.25,1189.33,5112.15,51093,0.553907,0.800556,0.909235,122.865,697506
A5,A,5,True,-2075.04,-2207.05,682.237,3029.33,67050,0.572648,0.810391,0.86635,136.07,1.01372e+06
A5,A,5,True,-1397.55,-2126.65,682.237,2544.76,23832,0.735156,0.892357,0.957508,135.392,358519
A5,A,5,True,2053.33,-1931.78,1200.8,2819.21,37449,0.434566,0.743951,0.828015,135.607,564260
A5,A,5,True,857.094,-1827.18,542.96,2018.22,25398,0.421064,0.759935,0.962413,135.215,381578
A5,A,5,True,3424.92,-1642.55,1315.72,3798.43,24984,0.672692,0.884123,0.886458,133.897,371699
A5,A,5,True,-4721,-1561.54,1392.16,4972.55,42102,0.569515,0.825788,0.833266,127.467,596292
A5,A,5,True,-222.242,-1474.96,606.709,1491.61,64170,0.574905,0.803761,0.805458,134.436,958529
A5,A,5,True,5331.78,-1370.9,717.983,5505.21,55098,0.60043,0.822807,0.879996,116.784,714951
A5,A,5,True,671.875,-1316.79,310.101,1478.3,29511,0.553133,0.805146,0.882162,132.83,435551
A5,A,5,True,361.831,-1310.79,310.101,1359.81,114741,0.481206,0.802326,0.528227,133.15,1.69753e+06
A5,A,5,True,-2869.1,-1309.67,179.232,3153.89,45765,0.501956,0.835011,0.638219,131.707,669729
A5,A,5,True,-3047.7,-1294.55,179.232,3311.24,40860,0.589335,0.9014,0.722333,130.722,593479
A5,A,5,True,-2162.24,-1163.58,721.805,2455.44,23535,0.586762,0.814992,0.864124,131.753,344535
A5,A,5,True,6300.56,-1041.18,168.308,6386.01,24156,0.536595,0.929533,0.33169,92.0075,246948
A5,A,5,True,6301.23,-872.869,168.308,6361.4,54135,0.710323,0.900347,0.801135,92.078,553849
A5,A,5,True,5646.06,-725.351,671.568,5692.47,36495,0.632378,0.854996,0.789865,110.237,447012
A5,A,5,True,-6836.77,-668.199,190.898,6869.35,43308,0.480106,0.889706,0.322608,89.3406,429907
A5,A,5,True,-7026.67,-648.74,190.898,7056.56,79821,0.62408,0.873482,0.596169,87.3535,774738
A5,A,5,True,6504.75,-622.007,323.036,6534.42,39852,0.651044,0.867353,0.828114,85.3017,377716
A5,A,5,True,457.364,-448.683,569.024,640.701,56385,0.622228,0.833589,0.890412,130.309,816385
A5,A,5,True,-2108.97,-383.798,655.448,2143.61,39384,0.580564,0.83471,0.904792,128.6,562755
A5,A,5,True,-4555.93,-148.246,684.295,4558.34,89100,0.623136,0.840364,0.845334,122.179,1.20957e+06
A5,A,5,True,-5240.21,-142.878,278.487,5242.16,39933,0.370469,0.741575,0.524336,118.477,525681
A5,A,5,True,6973.88,-122.838,148.719,6974.96,33840,0.432434,0.818759,0.444879,71.0872,267288
A5,A,5,True,6825.26,-117.482,148.719,6826.27,36900,0.53022,0.859714,0.532859,70.5805,289380
A5,A,5,True,3736.71,-57.026,993.45,3737.15,40527,0.619001,0.857884,0.845066,128.516,578706
A5,A,5,True,813.106,-4.56869,270.87,813.118,45009,0.475451,0.772432,0.775764,127.456,637407
A5,A,5,True,-5408.26,79.1854,278.487,5408.84,41796,0.561975,0.8252,0.833372,116.681,541867
A5,A,5,True,-1658.74,92.5419,635.32,1661.32,35793,0.601489,0.846622,0.745919,124.545,495317
A5,A,5,True,4709.01,146.909,993.45,4711.3,24849,0.740841,0.899918,0.775797,118.804,328017
A5,A,5,True,2544.28,182.12,421.934,2550.79,32148,0.431332,0.750704,0.726792,125.025,446589
A5,A,5,True,-2273.79,251.735,588.412,2287.68,58410,0.651514,0.859131,0.886445,123.945,804406
A5,A,5,True,798.189,265.89,270.87,841.31,61776,0.65293,0.852427,0.856938,125.704,862830
A5,A,5,True,-7181.75,268.048,929.812,7186.75,19602,0.630996,0.878642,0.827861,79.0854,172248
A5,A,5,True,-3684.56,440.014,425.278,3710.74,41580,0.64357,0.851991,0.859702,120.332,555934
A5,A,5,True,2479.23,599.01,421.934,2550.57,55512,0.637328,0.858111,0.794563,122.393,754920
A5,A,5,True,-4719.3,610.23,775.87,4758.59,32850,0.598673,0.847498,0.813522,117.268,428028
A5,A,5,True,-5972.59,619.072,352.329,6004.59,41391,0.601354,0.828809,0.878249,108.597,499439
A5,A,5,True,-3955.83,767.534,425.278,4029.61,53424,0.568759,0.823673,0.654063,118.56,703775
A5,A,5,True,-2345.16,835.803,588.412,2489.64,53829,0.541274,0.800513,0.743769,119.408,714181
A5,A,5,True,-13.6401,869.312,194.28,869.419,57843,0.66479,0.887764,0.783313,122.211,785450
A5,A,5,True,-6189.37,896.821,158.433,6254,19584,0.452504,0.795585,0.622725,103.046,224228
A5,A,5,True,-6176.37,1054.72,158.433,6265.78,16029,0.506896,0.836223,0.97302,103.92,185082
A5,A,5,True,-8.07934,1063.51,194.28,1063.54,38457,0.459175,0.822997,0.559232,121.705,520046
A5,A,5,True,2858.69,1147.82,175.673,3080.52,48771,0.694035,0.908653,0.654565,120.546,653238
A5,A,5,True,3034.36,1147.98,175.673,3244.26,36297,0.562488,0.860606,0.562832,124.505,502127
A5,A,5,True,6707.57,1179.27,1293.86,6810.44,51876,0.663149,0.869226,0.884983,73.6794,424688
A5,A,5,True,-6090.12,1346.54,304.299,6237.21,20340,0.678366,0.891869,0.722002,103.456,233811
A5,A,5,True,185.956,1490.93,469.399,1502.48,48627,0.502437,0.763708,0.941649,118.87,642255
A5,A,5,True,5193.47,1686.15,611.226,5460.33,33768,0.59142,0.841353,0.680796,109.799,411967
A5,A,5,True,-1091.11,1689.09,177.73,2010.85,44721,0.623147,0.854469,0.776717,116.143,577116
A5,A,5,True,-913.379,1689.25,177.73,1920.37,32499,0.55224,0.875247,0.637739,117.044,422645
A5,A,5,True,-2744.54,1916.02,419.421,3347.18,56682,0.681109,0.869865,0.913345,115.967,730360
A5,A,5,True,-432.938,1996.05,457.23,2042.46,44091,0.697079,0.874157,0.776595,116.83,572351
A5,A,5,True,-5696.37,2000.67,763.499,6037.49,25848,0.464331,0.789533,0.815447,104.216,299307
A5,A,5,True,5713.45,2007.41,611.226,6055.84,48933,0.665762,0.860907,0.82057,98.4631,535344
A5,A,5,True,2626.97,2122.9,547.846,3377.52,15066,0.567031,0.845283,0.864204,115.511,193365
A5,A,5,True,607.666,2284.12,586.041,2363.57,36189,0.644012,0.854273,0.96426,114.279,459515
A5,A,5,True,-786.598,2285.85,457.23,2417.4,37755,0.611872,0.833162,0.875047,114.627,480862
A5,A,5,True,22.23,2310.74,553.361,2310.85,41796,0.636339,0.847932,0.762996,114.857,533394
A5,A,5,True,-2861.23,2318.88,209.492,3682.91,40257,0.36424,0.772907,0.840881,113.624,508240
A5,A,5,True,-3069.58,2340.7,209.492,3860.21,48798,0.609641,0.856891,0.672819,110.193,597466
A5,A,5,True,2743.89,2658.12,547.846,3820.29,18675,0.630653,0.854418,0.899863,111.322,230993
A5,A,5,True,-1775.48,2866.24,174.499,3371.59,35163,0.712464,0.91139,0.796285,111.028,433788
A5,A,5,True,-5910.79,2866.69,209.138,6569.28,51561,0.438436,0.813359,0.539217,91.0244,521479
A5,A,5,True,-5157.39,2891.94,189.334,5912.86,21609,0.483983,0.833635,0.670252,102.115,245178
A5,A,5,True,-1780.67,3040.66,174.499,3523.69,33588,0.611418,0.874984,0.75852,108.169,403687
A5,A,5,True,-5868.7,3071.55,209.138,6623.9,64854,0.450996,0.78627,0.642778,85.3551,615069
A5,A,5,True,-5161.14,3081.24,189.334,6010.94,43191,0.671757,0.883217,0.841746,96.8129,464605
A5,A,5,True,-1249.09,3112.61,536.426,3353.88,43776,0.621824,0.850663,0.704986,108.263,526590
A5,A,5,True,1722.25,3240.59,1176.02,3669.81,50553,0.523433,0.838591,0.672296,109.365,614302
A5,A,5,True,-5469.16,3360.13,415.515,6418.89,33282,0.662264,0.862222,0.892965,88.9811,329052
A5,A,5,True,-1969.63,3403.95,409.5,3932.73,95373,0.602237,0.83352,0.88917,106.857,1.13236e+06
A5,A,5,True,4488.98,3542.44,844.441,5718.38,33156,0.652768,0.861969,0.827707,94.3246,347492
A5,A,5,True,3110.14,3655.56,1062.55,4799.59,53838,0.662553,0.862873,0.803412,104.803,626932
A5,A,5,True,5323.88,3669.04,844.441,6465.72,68121,0.5863,0.853473,0.632318,79.8652,604500
A5,A,5,True,-3055.3,3838.96,197.782,4906.37,59463,0.396316,0.752788,0.469415,103.043,680808
A5,A,5,True,-2857.59,3844.32,197.782,4790.06,59634,0.357185,0.739031,0.633346,104.527,692593
A5,A,5,True,87.501,3882.8,904.501,3883.79,50913,0.655077,0.861235,0.844378,106.474,602323
A5,A,5,True,-2547.28,3942.01,325.324,4693.41,58437,0.634382,0.840604,0.920469,104.225,676730
A5,A,5,True,-5009.62,4105.14,176.294,6476.76,27954,0.476148,0.823772,0.657023,85.952,266967
A5,A,5,True,-4833.94,4119.86,176.294,6351.39,36243,0.605914,0.86398,0.711214,86.8704,349827
A5,A,5,True,-5417.06,4122.27,407.809,6807.18,26712,0.426075,0.744467,0.932711,76.9791,228474
A5,A,5,True,-1650.84,4346.69,983.548,4649.62,25110,0.663202,0.890045,0.682223,102.005,284593
A5,A,5,True,-3799,4400.12,931.66,5813.22,47754,0.573489,0.837183,0.774949,93.8856,498157
A5,A,5,True,-595.698,4475.56,904.501,4515.03,39393,0.636313,0.838585,0.908011,103.776,454228
A5,A,5,True,1527.29,4535.87,322.332,4786.09,97263,0.588511,0.817643,0.929584,103.744,1.12116e+06
A5,A,5,True,1511.65,4857.82,181.188,5087.58,31779,0.632075,0.922385,0.520721,100.907,356302
A5,A,5,True,1515.45,5038.97,181.188,5261.92,51273,0.690186,0.901766,0.861088,99.6897,567932
A5,A,5,True,-2513.53,5658.23,1569.83,6191.4,54855,0.524466,0.820374,0.816348,90.8189,553541
A5,A,5,True,1886.62,5899.13,936.834,6193.47,32040,0.602231,0.86831,0.819748,86.5944,308276
A5,A,5,True,-16.7226,6112.74,1736.54,6112.76,33966,0.496127,0.753956,0.938127,88.6328,334500
A6,A,6,True,1116.8,-5586.98,1268.66,5697.5,34173,0.721641,0.886099,0.919839,105.437,400343
A6,A,6,True,-4649.91,-5081.19,1583.59,6887.68,23859,0.364175,0.691671,0.847233,76.6748,203265
A6,A,6,True,3820.53,-5050.07,666.998,6332.42,34200,0.645603,0.872721,0.794992,88.7779,337356
A6,A,6,True,3398.27,-4533.75,666.998,5665.96,26253,0.693997,0.887122,0.721529,101.77,296864
A6,A,6,True,1775.89,-4502.95,250.219,4840.5,50445,0.554223,0.824168,0.848754,114.958,644341
A6,A,6,True,1763.53,-4253.04,250.219,4604.17,21519,0.551175,0.829229,0.948005,116.335,278156
A6,A,6,True,-2590.7,-4195.59,1915.59,4930.99,16236,0.638902,0.86439,0.959152,112.065,202166
A6,A,6,True,4237.54,-3694.55,972.659,5621.96,29907,0.516455,0.820266,0.720512,101.537,337406
A6,A,6,True,3270.66,-3588.68,953.646,4855.49,34992,0.596029,0.840342,0.937688,113.956,443059
A6,A,6,True,-4383.28,-3520.21,406.776,5621.84,24813,0.632911,0.849215,0.72092,104.83,289016
A6,A,6,True,1752.1,-3473.04,780.086,3889.97,36972,0.685348,0.874943,0.911765,121.949,500965
A6,A,6,True,-4458.31,-3120.42,202.051,5441.83,59706,0.622993,0.843562,0.872486,106.384,705751
A6,A,6,True,-4442.41,-2918.99,202.051,5315.59,15210,0.429491,0.889221,0.264144,108.104,182696
A6,A,6,True,-6669.6,-1824.63,760.278,6914.69,20052,0.431268,0.784307,0.825731,75.2819,167728
A6,A,6,True,5327.51,-1597.09,1212.89,5561.75,33813,0.707576,0.880641,0.70841,104.583,392918
A6,A,6,True,152.991,-1495.67,1122.24,1503.47,75384,0.553109,0.816831,0.747105,126.514,1.05968e+06
A6,A,6,True,-5993.26,-1477.38,760.278,6172.67,36882,0.532992,0.810406,0.818182,96.9161,397162
A6,A,6,True,2079.98,-1083.26,167.383,2345.16,34380,0.606046,0.845809,0.916077,125.114,477937
A6,A,6,True,2075.03,-915.949,167.383,2268.19,27576,0.517561,0.831227,0.679823,125.11,383338
