Plate ID,"Colony Counting - Single Colony Verification - HeLa-RFP - 24-well"
Plate Name,""
Plate Description,"24-well Corning 3526 plate, RFP-Hela Gradient 125, 25, 5, 1 cell/well"
Scan ID,"2012/1/30 15:56:07"
Scan Description,"Day 6"
Scan Result ID,"2026/04/21 22:59:20"
Scan Result Description,""
Software Version,"5.5.1.0"
Experiment Name,""
Application Name,"Single Colony Verification"
Plate Type,"24-Well Corning�?3526 Plate Well Wall"
Acquisition Start/End Times,"2012/1/30 15:56:07 - 2012/1/30 16:20:01"
Analysis Start Time,"2026/04/21 22:59:20"
User ID,"Local Administrator"

Scan Object-Level Data CSV Report

Well,Row,Column,Total,X Position (µm),Y Position (µm),Distance to Nearest Neighbor (µm),Distance to Well Center (µm),Area (µm²),Form Factor,Smoothness,Aspect Ratio,Mean Intensity,Integrated Intensity
A3,A,3,True,3586.03866976025,-3096.66589327146,192.065758660599,4738.03893985334,69822,0.644803924463688,0.858902735371812,0.792947054682727,132.715390564579,1029606
A3,A,3,True,6283.03764274637,-3077.47412942338,197.858198790697,6996.24249418486,63837,0.709862522998018,0.906450199525189,0.722183181262553,74.1141970957282,525692
A3,A,3,True,3198.94386351128,-3019.99174463401,179.092667589619,4399.27175559252,16353,0.51545706108908,0.858589007752093,0.784402222916596,136.363236103467,247772
A3,A,3,True,3577.64278540342,-2904.78372949448,192.065758660599,4608.39412540691,26883,0.542445176499554,0.939296884833675,0.338759153450768,132.494476062939,395761
A3,A,3,True,6278.73758143323,-2879.66266286645,197.858198790697,6907.60469833133,44208,0.571968241956603,0.905090529450234,0.497548974680763,79.5185260586319,390595
A3,A,3,True,3193.73018470891,-2840.97498246434,179.092667589619,4274.46503596755,38493,0.694399525321021,0.89405828641318,0.913601721386913,135.361468318915,578941
A3,A,3,True,6604.24107142857,-2810.56383928571,332.756922421444,7177.41382562302,40320,0.698657244524595,0.882460529886381,0.82526769395172,66.4299107142857,297606
A3,A,3,True,-6277.77853492334,-2593.78534923339,484.387521490173,6792.51247856358,63396,0.577504591709939,0.820936772351761,0.874678662665488,108.743043725156,765986
A3,A,3,True,-6738.01691648822,-2442.74925053533,445.01035288271,7167.14000615813,42030,0.633547695938966,0.87336008813951,0.633576411050587,94.3736616702355,440725
A3,A,3,True,-7086.03068493151,-2165.40356164384,445.01035288271,7409.50763901156,32850,0.589088377727527,0.851577239905822,0.590269485998767,87.6405479452055,319888
A3,A,3,True,103.675542406312,-1795.45710059172,508.754508549649,1798.44789142151,54756,0.58092533360623,0.818077141142401,0.867990143053344,134.004602235371,815284
A3,A,3,True,1444.74849972722,-1714.37479541735,359.23591769674,2241.95877897573,49491,0.441315455079692,0.734259012433406,0.896841584565007,135.295326422986,743989
A3,A,3,True,-5793.45908085525,-1700.681248464,393.357288257925,6037.92057172179,36621,0.478256936199056,0.789202320382359,0.824851985580732,121.045465716392,492534
A3,A,3,True,-5401.5355987055,-1667.12621359223,393.357288257925,5652.95468194547,16686,0.594131045626405,0.848233524023158,0.810962706175437,124.086299892125,230056
A3,A,3,True,-6256.061014772,-1564.81181759795,482.142148652637,6448.79333248044,42039,0.550168184012036,0.818270197179848,0.832096326316101,114.858702633269,536505
A3,A,3,True,1128.10597232338,-1544.70466132556,281.302845237569,1912.78215579104,74142,0.536374378142233,0.821360087747875,0.957774334551721,133.730395727118,1101671
A3,A,3,True,847.574249280131,-1523.89016865488,281.302845237569,1743.73832732029,65637,0.483928043689434,0.823467388029181,0.911742773355385,132.717263129028,967907
A3,A,3,True,2061.38864142539,-1501.40367483296,652.381608076518,2550.20315382903,64656,0.612073292447509,0.841280695239419,0.785075148306019,132.459214922049,951587
A3,A,3,True,413.782538399353,-1392.13985448666,453.357909065559,1452.33238741493,22266,0.537907417350523,0.828299580091907,0.678424732072216,132.184316895715,327024
A3,A,3,True,-161.068310006267,-1102.36578232714,165.680445085547,1114.07060751731,43083,0.64402544938905,0.860239638540509,0.850935639924575,130.985794861082,627029
A3,A,3,True,-148.833705856057,-937.137684398749,165.680445085547,948.88277016663,20133,0.598015572562328,0.934827239077043,0.399011945402795,132.689316048279,296826
A3,A,3,True,-5201.80236604036,-753.386917188587,537.427823994515,5256.07645514542,38799,0.539317537671442,0.784302897949948,0.821535556754355,124.568777545813,537016
A3,A,3,True,3832.75185612935,-533.804817686851,763.135240759376,3869.74603482563,54549,0.659226813583948,0.859355277093624,0.887853239639996,129.251938623989,783396
A3,A,3,True,-5609.99593582888,-403.806203208556,335.552895751458,5624.51009864559,42075,0.559258929957718,0.819069332424909,0.831472698534983,122.00320855615,570365
A3,A,3,True,-243.509961389962,-398.978069498069,546.424161683915,467.419085229248,58275,0.486603717769769,0.755458572125758,0.958383602725525,130.12972972973,842590
A3,A,3,True,-6858.1003236246,-279.745954692557,264.557098161392,6863.80345348457,16686,0.425551272174013,0.893233658958877,0.399010114337542,97.3484358144552,180484
A3,A,3,True,-4325.63663948416,-275.64062203679,997.951854010511,4334.41000476013,47457,0.587260067323223,0.819269429876697,0.803357812145624,127.702636070548,673376
A3,A,3,True,-5905.16313213703,-244.2064786763,335.552895751458,5910.21052259375,38619,0.635988310957918,0.854939609872173,0.953180529586945,118.238872057795,507363
A3,A,3,True,1733.34,-218.841333333334,1088.56611659169,1747.10019311289,40500,0.694835670837503,0.884108151530235,0.832177950334142,126.821333333333,570696
A3,A,3,True,-7106.25611164581,-188.044465832532,264.557098161392,7108.74367560357,93510,0.441303891454831,0.791702685550902,0.504536854573683,93.2006737247353,968355
A3,A,3,True,-872.152369627994,-160.232036691013,202.602303873987,886.749153611028,52983,0.67582497766568,0.883170788011507,0.93670570912142,128.99660268388,759403
A3,A,3,True,-1074.72848162476,-156.974371373308,202.602303873987,1086.13178872709,37224,0.60602647352967,0.872704782825833,0.692688988197915,126.238878143133,522124
A3,A,3,True,4490.48178945618,-146.807749875272,763.135240759376,4492.88094844066,54117,0.492724714698005,0.785765553801401,0.930688071820957,123.998170630301,745601
A3,A,3,True,-2652.24752475248,-58.550386545503,248.172977661379,2652.89371824811,66357,0.390882289169465,0.754494324160187,0.697161376968294,128.968398209684,950884
A3,A,3,True,2793.91732814138,26.4175527931711,1088.56611659169,2794.04221936324,60093,0.55305207586478,0.802159904851755,0.958362431331452,124.599370974989,831950
A3,A,3,True,-1809.01236638021,28.9193041291128,618.350762264937,1809.24350706804,42939,0.571097315209562,0.811751705815791,0.767756535338302,125.890379375393,600623
A3,A,3,True,-2427.12967914438,45.9090909090919,248.172977661379,2427.56382490999,20196,0.718078871494918,0.894821254090752,0.788732396152093,128.098039215686,287452
A3,A,3,True,627.495385906041,184.677013422819,479.945775388558,654.107069691303,42912,0.504167907512671,0.791476049236763,0.718203710378722,125.88947147651,600241
A3,A,3,True,149.121495327103,223.488971962617,479.945775388558,268.671809011475,24075,0.485849051451128,0.777443711523723,0.826707893019133,126.034392523364,337142
A3,A,3,True,-2624.99811853246,345.781749764816,359.270832151835,2647.67447787098,28701,0.56548577710256,0.817205085918197,0.832955393122113,126.727500783945,404134
A3,A,3,True,-5760.47824285122,396.623290509739,656.960052257882,5774.11634979216,21717,0.609785564360288,0.858385870868304,0.685091506922405,116.497720679652,281109
A3,A,3,True,-1039.35459305093,567.441694431223,171.865090680388,1184.16554867765,18909,0.549000399948795,0.919920557583052,0.44021900593846,122.069014754879,256467
A3,A,3,True,-867.570154577883,572.706302021403,171.865090680388,1039.55302004723,45414,0.587273884970332,0.847020301518534,0.92116194392909,124.18351169243,626630
A3,A,3,True,-6701.7205868252,601.666794515295,264.117995560972,6728.67459129203,93861,0.480273152074488,0.815351722382438,0.588964920741713,98.8764023396299,1031182
A3,A,3,True,-6964.65131112686,626.681785967399,264.117995560972,6992.78899627641,25398,0.44217356197606,0.83726588194741,0.39055133845899,93.4142452161588,263615
A3,A,3,True,4393.46243718593,639.445226130654,792.21619334189,4439.7525138441,71640,0.713241927324942,0.88995044438944,0.878641452735378,119.473366834171,951008
A3,A,3,True,-1711.68292682927,659.486696230599,490.296754051152,1834.33397845211,24354,0.440104523124026,0.782351976092096,0.686406239439032,121.433481152993,328599
A3,A,3,True,-2201.91644204852,667.361185983827,490.296754051152,2300.82745340048,60102,0.644373090719721,0.83993003348715,0.878882177708341,123.290206648697,823332
A3,A,3,True,-5088.02604166667,927.588541666666,181.607380149739,5171.88838852014,20736,0.404373471958488,0.826660855202272,0.443123300016858,119.039930555556,274268
A3,A,3,True,-6546.95932597327,1106.98024404416,528.481532444833,6639.88566743829,15489,0.612388171080638,0.876196070627414,0.545117995328779,101.393375944218,174498
A3,A,3,True,-5073.9398946795,1108.64881060469,181.607380149739,5193.64691137888,49563,0.623405238621017,0.855043036785995,0.76184606971076,120.814781187579,665327
A3,A,3,True,-4887.27170418006,1123.49196141479,187.257396303336,5014.74415078604,16794,0.57476844869784,0.949762582545796,0.393844492608972,122.302786709539,228217
A3,A,3,True,-4280.37561663143,1314.09020436927,636.121490989869,4477.54938383399,38313,0.544922732870971,0.805267577376121,0.960675846699633,122.034531360113,519501
A3,A,3,True,-2286.85041260315,1454.90847711928,449.944155577972,2710.43234308048,59985,0.462286674901494,0.750665107775341,0.865504072072143,121.409902475619,809197
A3,A,3,True,219.48282402529,1490.93340358272,723.090321572006,1507.00203183701,42705,0.629930638923477,0.853564845312234,0.836166145147808,120.40210748156,571308
A3,A,3,True,3288.2027027027,1534.7138996139,1419.51870944744,3628.72205710626,69930,0.417594580628473,0.755680775453825,0.733635182661078,120.580694980695,936912
A3,A,3,True,-7095.31006006006,1766.3963963964,857.623571012683,7311.87944906039,35964,0.364394495028633,0.751038796309162,0.786579984375559,83.5585585585586,333900
A3,A,3,True,5300.37176577394,1796.8565592374,1470.40318426067,5596.66278686577,59481,0.606166328213887,0.840489059201038,0.909591586425685,106.996822514753,707142
A3,A,3,True,-2570.47473882514,1804.20345949649,449.944155577972,3140.46023795833,52551,0.526364991882576,0.804052818884492,0.858929467244297,120.095906833362,701240
A3,A,3,True,1931.35919696148,1951.85784047748,403.801073576919,2745.88735696151,33174,0.662331565131237,0.867722829051662,0.921820300777789,119.09793814433,438995
A3,A,3,True,1515.01712483101,2009.87652095539,420.365184464997,2516.91885407912,19971,0.559541782711049,0.842333037102382,0.677151433385265,119.105002253267,264294
A3,A,3,True,-209.974683544304,2072.67721518987,438.766129966445,2083.28591559027,17064,0.639004774517861,0.860151140405297,0.839354062162964,119.867616033755,227269
A3,A,3,True,-3733.84802882577,2166.57333615939,1012.63018630661,4316.90411328801,42462,0.621198728599606,0.84856331358437,0.784086140199903,116.424120389996,549289
A3,A,3,True,1971.4691629956,2353.66189427313,403.801073576919,3070.24672839105,24516,0.711522828770635,0.885354042215888,0.92315993912391,118.236784140969,322077
A3,A,3,True,-493.405141843972,2407.61436170213,438.766129966445,2457.65244668005,60912,0.499991071268961,0.787258818883712,0.593887051032358,119.151743498818,806419
A3,A,3,True,-1397.04641693811,2890.64861563518,162.19464764089,3210.54327336561,22104,0.556304008435902,0.850068214250378,0.663812391218985,115.219462540717,282979
A3,A,3,True,-1396.97508038585,3052.84324758842,162.19464764089,3357.28927403721,33588,0.657878074228551,0.861765412954682,0.929411011651663,113.132636655949,422211
A3,A,3,True,-554.697939262474,3140.84436008677,735.787358920039,3189.45028149224,49788,0.698285672464248,0.87982010313416,0.954077551175206,115.402928416486,638409
A3,A,3,True,3916.78672080248,3281.62073083353,789.7086818659,5109.81925681242,37683,0.64431207950525,0.87104423826123,0.717967323407685,106.4330069262,445635
A3,A,3,True,-2052.78396871945,3449.9853372434,499.810618993499,4014.51377497027,27621,0.627226206632662,0.85872333980093,0.693713286381531,108.636689475399,333406
A3,A,3,True,3157.18284313726,3497.58774509804,655.673213428292,4711.78559992496,55080,0.698118934983466,0.879591574108753,0.935712272955584,109.408986928105,669583
A3,A,3,True,-5959.1743697479,3513.63760504201,869.531539487785,6917.90491323968,25704,0.631425602900188,0.882512433564895,0.660419926611305,82.0791316526611,234418
A3,A,3,True,-2318.45793521324,3873.33861570729,417.529806286464,4514.19973298507,38619,0.644367915321723,0.84956456303348,0.759028049132245,110.253087858308,473096
A3,A,3,True,-2734.921108742,3903.16417910448,417.529806286464,4765.97147285702,25326,0.489069190350641,0.781939795394797,0.788878237948574,108.59381663113,305583
A3,A,3,True,2780.786634757,4034.46134020619,655.673213428292,4899.96455228621,48888,0.683124128602991,0.874515441797247,0.796514317228506,106.583210603829,578960
A3,A,3,True,-5269.1010215664,4042.67812550673,705.10542990905,6641.28541789334,55503,0.621644341836805,0.828615657576135,0.834457869160176,87.300956705043,538385
A3,A,3,True,-3600.49349625542,4296.46905794245,950.738810475005,5605.63999757695,22833,0.659151968592674,0.890133933594059,0.86319930040977,101.363815530154,257160
A3,A,3,True,1722.38621562952,4443.11052821997,1134.55083891095,4765.2749597237,49752,0.612634175637247,0.835494101302341,0.905299002806608,108.263386396527,598480
A3,A,3,True,-943.898923724848,4499.67197005147,169.089651582715,4597.60731427509,19233,0.447189319721189,0.900564792106343,0.310146434901488,106.81048198409,228254
A3,A,3,True,-1111.72648492508,4520.29283264127,169.089651582715,4654.99549625045,49851,0.607495869911492,0.864211117144825,0.645325016215779,105.980321357646,587025
A3,A,3,True,-4872.3253257329,4710.36604234527,177.013255756101,6776.9537649786,22104,0.678376691353684,0.929629257058975,0.602801082272242,79.1258143322476,194333
A3,A,3,True,-5049.32375643225,4712.65694682676,177.013255756101,6906.86657578859,41976,0.667543741563801,0.877813943497386,0.85106869836128,78.2635077186964,365021
A3,A,3,True,4718.36780703137,4809.85054390667,193.477301053222,6737.77834431716,57087,0.602038129427034,0.855886087436932,0.895508184091622,70.5755951442535,447661
A3,A,3,True,4718.04320502749,5003.327572663,193.477301053222,6877.00650602251,34371,0.613525829730751,0.905670500176,0.518220563346178,69.5459544383346,265596
A3,A,3,True,-1520.7022206043,5530.43957044048,1089.79703810422,5735.70371323735,49446,0.626710037385484,0.843243731137038,0.943915447362004,98.8920640698944,543313
A3,A,3,True,1398.59103512015,5539.19038817006,1142.90611088982,5713.02783468749,58428,0.430133089880386,0.778409290228868,0.56070381554301,97.5901109057301,633555
A3,A,3,True,-2893.59907341411,5637.46115466857,176.791424451109,6336.7092301967,25254,0.644618855798604,0.924548292680468,0.578921900826789,90.4622238061297,253837
A3,A,3,True,-3070.39049773756,5637.46787330317,176.791424451109,6419.37238607657,39780,0.594259699393013,0.8433141374372,0.959036379963017,86.8,383656
A4,A,4,True,-2376.99367774566,-6602.65787572254,592.876711692372,7017.49171484255,49824,0.625620082607147,0.839911712343916,0.841355434839856,98.792088150289,546913
A4,A,4,True,259.327419354839,-6073.76290322581,1259.49462427805,6079.29654771267,33480,0.557686441955844,0.838309150395212,0.848208505335849,116.325537634409,432731
A4,A,4,True,-2240.01930727826,-6025.82096887433,592.876711692372,6428.70164542615,76914,0.629552554879046,0.839139284795292,0.900241933093616,115.338169904049,985680
A4,A,4,True,-3194.21791370836,-5894.63326051338,783.423595491361,6704.45593290059,65916,0.581881746264941,0.818081579511623,0.904705744067153,105.877252867286,775445
A4,A,4,True,-1463.87149084569,-5745.2460331299,825.30462710507,5928.80862593031,51615,0.635574710072289,0.851546002753509,0.860737799455662,122.475326939843,702396
A4,A,4,True,-2581.28896103896,-5406.70844155844,706.940802371326,5991.28941651135,41580,0.605046218590362,0.83765163520012,0.833327026864031,124.092207792208,573306
A4,A,4,True,5410.23496164715,-5031.33831247477,171.818292316548,7388.16672489229,44586,0.627655084994562,0.858244370597758,0.731003330945117,68.2610012111425,338165
A4,A,4,True,-4326.23291211947,-5009.1266513498,155.885744168076,6618.73409491336,31338,0.612233285805818,0.872777152170539,0.605212047859276,109.89259046525,382646
A4,A,4,True,-388.045825771325,-4993.37658802178,184.79785386149,5008.43182170852,19836,0.638784047922667,0.918101089422845,0.5503113207761,134.639745916515,296746
A4,A,4,True,5406.9473264166,-4859.55147645651,171.818292316548,7269.82255237184,33831,0.575277560285453,0.88171425630639,0.553068829261009,74.6153232242618,280479
A4,A,4,True,-4328.59033842795,-4853.25873362445,155.885744168076,6503.13883085959,32976,0.640259770637157,0.891012342671324,0.681867098793523,110.370906113537,404399
A4,A,4,True,-385.563819846757,-4808.59540272846,184.79785386149,4824.02831732113,48159,0.575016361660962,0.82178308006068,0.984425001256647,134.708091945431,720823
A4,A,4,True,-4384.91578599736,-4537.82067371202,320.427410945465,6310.25379181036,27252,0.561550108100493,0.824521434787684,0.978366056232781,115.308784676354,349155
A4,A,4,True,-1584.33646112601,-4471.36863270777,893.439773172068,4743.76005628618,40284,0.468662346344706,0.768942872342959,0.783300078786445,135.849865951743,608064
A4,A,4,True,-1224.76520811099,-3653.47918890075,599.46239523376,3853.30507470276,25299,0.633875214691635,0.868664411482267,0.956072595964807,140.530416221985,395031
A4,A,4,True,-1746.54806565064,-3358.35580304807,599.46239523376,3785.36442703931,46062,0.451640327537256,0.772008140467631,0.728794317405204,141.337045720985,723363
A4,A,4,True,2794.98254189944,-3122.54259776536,2668.68961221396,4190.72782275131,38664,0.388783550713617,0.723845408943318,0.932887025484853,138.440642458101,594741
A4,A,4,True,6595.32584589138,-2843.59454080182,1450.12070026479,7182.22478943404,31653,0.552639653374564,0.806047921600409,0.842490896595182,70.0130793289735,246236
A4,A,4,True,-6801.12926890969,-2837.90614722995,1149.05728373031,7369.46881619738,35577,0.60352102947939,0.849503833867248,0.88168007935084,84.9870984062737,335954
A4,A,4,True,-2833.52081605573,-2639.5423785039,186.513868976931,3872.47003641592,54261,0.45134776433876,0.743447585358062,0.878158694149646,138.79399568751,836789
A4,A,4,True,-3019.68359375,-2628.10369318182,186.513868976931,4003.17599269365,25344,0.404094081228223,0.826863274824929,0.418710993442355,137.920099431818,388383
A4,A,4,True,-3278.34387351779,-2624.61942405421,258.683746031526,4199.54350782966,47817,0.584383480318182,0.830317308382233,0.684177147238499,137.919631093544,732767
A4,A,4,True,258.841761553918,-2291.94390488948,537.59187586589,2306.51380240492,53748,0.646392058789994,0.871431851118484,0.807955274363945,137.534494306765,821356
A4,A,4,True,5630.6264573991,-1760.91031390135,693.195198215006,5899.55586772148,60210,0.634332327116213,0.847124140000716,0.791943551803058,112.70134529148,753972
A4,A,4,True,196.045635639261,-1758.03223469757,537.59187586589,1768.92940206469,24849,0.489961060359486,0.817371130051939,0.671590597740741,134.190510684535,370500
A4,A,4,True,-5590.2549588776,-1735.31543299468,1038.37756063264,5853.39817176699,55809,0.382590333201462,0.692327821650126,0.76647365120772,126.65086276407,785362
A4,A,4,True,-6628.09638554217,-1701.95180722892,1038.37756063264,6843.12075373268,49302,0.669767422180129,0.854191832258908,0.981862719018836,103.721248630887,568185
A4,A,4,True,-2064.85632911392,-1684.76012658228,729.406199536913,2664.96685607971,42660,0.573234190062536,0.827076758990149,0.810160845618355,135.124683544304,640491
A4,A,4,True,-2615.73066314906,-1206.66926489987,570.093761431526,2880.6418758659,75051,0.506356063939303,0.783711306879603,0.839817067430372,132.798177239477,1107404
A4,A,4,True,-50.4854852686312,-1097.54267764298,168.839032536033,1098.70319625936,41544,0.67458454347486,0.884511064136918,0.7324559277236,130.568240901213,602703
A4,A,4,True,5735.16298932384,-1075.64270462633,170.391458545131,5835.16081544681,37935,0.718140677457613,0.909998025493388,0.702482798355695,110.974851720047,467759
A4,A,4,True,787.741579673035,-1072.66968682293,675.323423538759,1330.84824580963,45693,0.389004658707424,0.828696363900618,0.404612572656029,129.187709277132,655886
A4,A,4,True,-62.0697969543144,-929.10152284264,168.839032536033,931.172540103317,21276,0.580979217512184,0.906311265482596,0.574530871929579,132.354906937394,312887
A4,A,4,True,5733.84292417881,-905.256359594961,170.391458545131,5804.8638016531,36441,0.733719846628928,0.929365108682562,0.698725542920365,111.217090639664,450318
A4,A,4,True,1417.23517654897,-828.130246502331,569.580897481823,1641.44913135308,81054,0.547783514803053,0.803246020218277,0.961945711331748,131.308572063069,1182565
A4,A,4,True,-2746.51409339504,-651.77955405974,570.093761431526,2822.79227934113,21393,0.473227325539103,0.772455208678251,0.878570978791961,130.246108540177,309595
A4,A,4,True,-5472.39801765526,-485.169118785814,582.019004135441,5493.8628611807,58113,0.471090118332146,0.75534238803613,0.745098705129487,124.537556140623,804139
A4,A,4,True,-4494.82288355966,-482.920543195607,609.16111991135,4520.69076642187,31149,0.557614710547492,0.833802407777085,0.678677303945174,127.200231147067,440240
A4,A,4,True,5741.64298694862,-361.462250123906,476.999590941725,5753.00957307051,108954,0.48515096689049,0.797453808537556,0.551733579667329,110.096398480093,1332827
A4,A,4,True,-1804.83256329699,-356.298281278876,402.409247022479,1839.66547143209,48699,0.555370800584447,0.820417712345513,0.914166251012485,127.542413601922,690132
A4,A,4,True,-2207.17123398735,-348.761958813036,383.363844693886,2234.55583059729,55503,0.653398171158781,0.86385807241038,0.861055488375642,128.955083509,795266
A4,A,4,True,1656.95025083612,-311.44941471572,569.580897481823,1685.96704347168,64584,0.500816460100626,0.76496773616805,0.763703115339937,128.41234671126,921487
A4,A,4,True,6214.97310289573,-302.409637175231,476.999590941725,6222.32611314883,78633,0.64136011632164,0.851017481202179,0.812151276857689,99.1411239555912,866196
A4,A,4,True,-316.668335050788,-222.793905490946,518.355347933697,387.189822629349,61137,0.402410654856415,0.711247485536989,0.843725596708445,128.684969821875,874157
A4,A,4,True,-2471.59957020057,-71.1912607449849,383.363844693886,2472.6246441832,25128,0.735501522446252,0.899172881990045,0.743508795299389,128.00393982808,357387
A4,A,4,True,-4727.14716124148,80.1981831945486,609.16111991135,4727.82741146725,59445,0.511627669819143,0.773671906265184,0.862615963670349,124.692657077971,823595
A4,A,4,True,-5462.34571746385,96.7630700778645,582.019004135441,5463.20270801172,40455,0.628185618366673,0.846739617874151,0.887869418451946,121.915906562848,548012
A4,A,4,True,-4039.51279452749,111.910311629086,688.365223828169,4041.06267397577,71046,0.513781850564547,0.796041103730715,0.683086350102791,125.883709146187,993726
A4,A,4,True,-787.451463505002,139.864764727678,280.074636800423,799.776193561985,48582,0.623627557198637,0.846472700219747,0.768374129380096,127.178584660986,686510
A4,A,4,True,-3096.63770597047,180.616092445965,183.30885081042,3101.90058752509,42057,0.562237942165737,0.824936983606152,0.79042400708783,125.436336400599,586164
A4,A,4,True,-2913.73603192702,192.827251995439,183.30885081042,2920.10958918701,15786,0.554373356934483,0.897181940783594,0.373418979417807,126.352907639681,221623
A4,A,4,True,-529.816485592821,249.71020311762,280.074636800423,585.713832811699,38106,0.495568022784844,0.798462611832452,0.6939714563776,126.764052905054,536719
A4,A,4,True,3970.99617499402,333.426966292134,455.184147905408,3984.96978202695,37647,0.652802192423726,0.851313908609175,0.927726723978157,123.740855845087,517608
A4,A,4,True,-2427.43848580442,438.276701216764,511.378339041167,2466.68686078997,19971,0.737029359110536,0.891017679787161,0.905006275494303,123.908968003605,274954
A4,A,4,True,5444.36918990704,466.158034528553,813.565837062985,5464.28944961415,40662,0.610976934087407,0.859911271811234,0.843344572077831,112.223107569721,507024
A4,A,4,True,-44.2117080994394,492.950441058541,543.118599642797,494.929098430149,56115,0.580255314856704,0.840220587728902,0.761393651610965,125.948516439455,785289
A4,A,4,True,3550.54207920792,507.814356435643,455.184147905408,3586.67317675144,47268,0.697238296233108,0.865137549241605,0.941298400736596,124.099961919269,651773
A4,A,4,True,-5205.8910944206,713.926502145921,668.326024902725,5254.61636443937,16776,0.40960185710638,0.796797668921793,0.55144364291355,118.947961373391,221719
A4,A,4,True,-6333.63616869192,731.591851322373,929.572404408867,6375.74887791888,37773,0.689600289748985,0.879529631910739,0.858247218644343,106.123183226114,445399
A4,A,4,True,4098.64096704354,814.56867933606,220.726028669838,4178.80125276172,74826,0.674714783439356,0.868860482226234,0.849433019747472,120.10416165504,998546
A4,A,4,True,-7253.26609257266,867.185575888052,168.305359333175,7304.92161714912,41805,0.637073569033737,0.851815167109619,0.901419160061128,80.1987082884822,372523
A4,A,4,True,6771.69570200573,880.363896848137,221.351800080979,6828.68239643905,47115,0.653254083911196,0.894827904444033,0.738180638372914,73.0043935052531,382178
A4,A,4,True,6993.02049780381,883.821376281114,221.351800080979,7048.65064447626,30735,0.626212679198634,0.885868804087522,0.812204018480092,70.2582723279649,239932
A4,A,4,True,-2041.26096847579,897.25609359766,162.480561325066,2229.7566770661,27693,0.677191083807183,0.891922568561528,0.788513015884172,122.11992200195,375763
A4,A,4,True,4080.09299065421,1034.51401869159,220.726028669838,4209.20159498865,19260,0.469624858449473,0.903465965770645,0.411694938992408,121.588785046729,260200
A4,A,4,True,-7258.85177865613,1035.39822134387,168.305359333175,7332.32423050572,18216,0.530538997484105,0.900817727456294,0.387100095581955,81.2020750988142,164353
A4,A,4,True,-2032.10120569967,1059.47826086956,162.480561325066,2291.70885922738,24633,0.45675935272666,0.806686062914204,0.651727139924059,122.95542564852,336529
A4,A,4,True,6988.96036161335,1109.69054242003,225.151691856118,7076.50902890253,38826,0.55265958589802,0.883322762190095,0.577979169873759,70.0387111729254,302147
A4,A,4,True,6764.61029986962,1128.67301173403,225.151691856118,6858.12330572431,69030,0.516203953988388,0.808982781454446,0.930495843636564,73.413037809648,563078
A4,A,4,True,5102.52774498229,1204.42207792208,813.565837062985,5242.74946283915,45738,0.73124903246431,0.893570744895782,0.795055327264881,113.754624163715,578101
A4,A,4,True,6200.67061611374,1210.69016587678,569.872600226009,6317.75963196505,45576,0.705419500415776,0.872754230746654,0.842818112635981,92.7276856240126,469573
A4,A,4,True,299.318677141409,1446.01545869235,522.354621637546,1476.66935272014,71028,0.543516583189577,0.799937063705958,0.837525426543518,121.126583882413,955931
A4,A,4,True,-136.925531914894,1733.32250839866,522.354621637546,1738.7223813512,48222,0.537875629559422,0.802727636225992,0.890793594780019,122.709593131766,657478
A4,A,4,True,-4267.37357838231,1801.00300245656,1301.99298628681,4631.85589934888,98919,0.4037211287351,0.724587588008501,0.557564915241728,118.598671640433,1303518
A4,A,4,True,2051.50844496214,1807.65637740245,1269.35247931581,2734.28390598247,46359,0.535837516053846,0.796574021698958,0.929940247585925,120.757716948165,622023
A4,A,4,True,-2787.61359067149,2105.98029754724,220.950795125877,3493.7004085287,67149,0.500257901066521,0.792386052759416,0.757221081162026,120.057364964482,895748
A4,A,4,True,-3007.3648728563,2128.97220579539,220.950795125877,3684.66635281124,15219,0.485757774388159,0.913965799373889,0.415107058552852,116.862211709048,197614
A4,A,4,True,508.911816578482,2133.52733686067,340.446588320904,2193.38326203721,30618,0.538641693281832,0.816316482768767,0.774543478806435,121.728395061728,414120
A4,A,4,True,3219.95777951525,2303.62197028929,1269.35247931581,3959.14160947298,23022,0.691656577136125,0.880712394190593,0.810461314449137,117.872165754496,301517
A4,A,4,True,761.527237973878,2361.75820324944,340.446588320904,2481.49663404812,56502,0.622317759247493,0.836896389152513,0.930073522213976,121.043485186365,759911
A4,A,4,True,-6779.60500329164,2783.75576036866,1187.01228928568,7328.87031772583,41013,0.667333894008227,0.862359619667246,0.822012638615153,72.624972569673,330952
A4,A,4,True,-2634.40548515883,2840.28102759938,196.887185420924,3873.92418304436,51849,0.566823597167955,0.870508823777665,0.804433616289796,118.067349418504,680186
A4,A,4,True,-3295.27515047291,2903.89466895959,152.306689328624,4392.2024732173,20934,0.441034180209551,0.853072415908487,0.36499519378836,113.659931212382,264373
A4,A,4,True,-2663.34851228978,3035.02923673997,196.887185420924,4037.92369489353,34785,0.367941455954621,0.779319824507077,0.523267967666725,114.498059508409,442535
A4,A,4,True,-3282.94407894737,3055.70136278195,152.306689328624,4484.97855557895,38304,0.619920443443872,0.853611267506838,0.737367973567522,112.146851503759,477297
A4,A,4,True,-5688.42340109073,3251.00396628656,665.883771659431,6551.88427697617,90765,0.662095279130464,0.848972366789565,0.897586296389104,89.9751115518096,907399
